ALF-TAM-CITY-PLAZA-BEAULIEU,"Alfombra Tamsa City Plaza (Beaulieu), Nylon Rasurada (rollo; equivalente de gama 2026)",m2,249.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $259.19 ⇒ $249.00/m²",2026-09,referencia
ALF-TAM-COLOSO,"Alfombra Tamsa Coloso, Polipropileno Nudo (rollo; equivalente de gama 2026)",m2,96.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $131.91 ⇒ $96.50/m²",2026-09,referencia
ALF-TAM-EMPERATRIZ,"Alfombra Tamsa Emperatríz, Poliester Rasurada (rollo; equivalente de gama 2026)",m2,147.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $174.59 ⇒ $147.50/m²",2026-09,referencia
ALF-TAM-HIGH-ROLLER-BEAULIEU,"Alfombra Tamsa High Roller (Beaulieu), 90%pp 10%Nay. Berber (rollo; equivalente de gama 2026)",m2,236.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $248.85 ⇒ $236.50/m²",2026-09,referencia
ALF-TAM-HIGH-SOCIETY,"Alfombra Tamsa High Society, 100% Polipr. Berber (rollo; equivalente de gama 2026)",m2,161.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $186.24 ⇒ $161.50/m²",2026-09,referencia
ALF-TAM-KID-PROOF-950,"Alfombra Tamsa Kid Proof 950, Polipropileno Rasurada (rollo; equivalente de gama 2026)",m2,178.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $200.46 ⇒ $178.50/m²",2026-09,referencia
ALF-TAM-NEW-GRAPHICS,"Alfombra Tamsa New Graphics, Polipropileno Grafica (rollo; equivalente de gama 2026)",m2,129.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $159.07 ⇒ $129.00/m²",2026-09,referencia
ALF-TAM-PASILLO-ROYAL-70-CMS-A,"Alfombra Tamsa Pasillo Royal .70 cms ancho, Polipropileno Nudo (rollo; equivalente de gama 2026)",m2,93.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $129.33 ⇒ $93.50/m²",2026-09,referencia
ALF-TAM-PASTO-BENT-AHULADO,"Alfombra Tamsa Pasto Bent ahulado, Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,99.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $134.50 ⇒ $99.50/m²",2026-09,referencia
ALF-TAM-PASTO-BENT-DOBLE-BASE,"Alfombra Tamsa Pasto Bent doble base, Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,104.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $138.37 ⇒ $104.50/m²",2026-09,referencia
ALF-TAM-PASTO-BERMUDA-AHULADO,"Alfombra Tamsa Pasto Bermuda ahulado, Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,124.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $155.19 ⇒ $124.50/m²",2026-09,referencia
ALF-TAM-PASTO-BERMUDA-DOBLE-BA,"Alfombra Tamsa Pasto Bermuda doble base, Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,130.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $160.36 ⇒ $130.50/m²",2026-09,referencia
ALF-TAM-PASTO-BERMUDA-PLUS-AHU,"Alfombra Tamsa Pasto Bermuda Plus Ahulado, Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,152.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $178.47 ⇒ $152.00/m²",2026-09,referencia
ALF-TAM-PASTO-BERMUDA-PLUS-DOB,"Alfombra Tamsa Pasto Bermuda plus doble base, Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,161.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $186.24 ⇒ $161.50/m²",2026-09,referencia
ALF-TAM-PASTO-CARIBEAM-BLUE,"Alfombra Tamsa Pasto Caribeam Blue, Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,143.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $170.70 ⇒ $143.00/m²",2026-09,referencia
ALF-TAM-PASTO-DUNE-D-BASE,"Alfombra Tamsa Pasto Dune d/base, Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,143.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $170.70 ⇒ $143.00/m²",2026-09,referencia
ALF-TAM-PASTO-RUGBY,"Alfombra Tamsa Pasto Rugby, 700 grs de Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,181.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $203.04 ⇒ $181.50/m²",2026-09,referencia
ALF-TAM-PASTO-SAFARI-DOBLE-BAS,"Alfombra Tamsa Pasto Safari Doble Base, Polipropileno Cut pile (rollo; equivalente de gama 2026)",m2,143.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $170.70 ⇒ $143.00/m²",2026-09,referencia
ALF-TAM-WINNER-AUTOMOTRIZ-AHUL,"Alfombra Tamsa Winner Automotriz ahulado, Poliester Rasurada (rollo; equivalente de gama 2026)",m2,96.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $131.91 ⇒ $96.50/m²",2026-09,referencia
ALF-TAM-WINNER-II,"Alfombra Tamsa Winner II, Poliester Rasurada (rollo; equivalente de gama 2026)",m2,87.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $124.15 ⇒ $87.50/m²",2026-09,referencia
ALF-TAM-WINNER-ULTRA,"Alfombra Tamsa Winner Ultra, Poliester Rasurada (rollo; equivalente de gama 2026)",m2,96.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $131.91 ⇒ $96.50/m²",2026-09,referencia
ALF-NOB-BELMONT,"Alfombra Nobilis Belmont, Poliester Rasurado (rollo; equivalente de gama 2026)",m2,188.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $208.21 ⇒ $188.00/m²",2026-09,referencia
ALF-NOB-CALGARY,"Alfombra Nobilis Calgary, Poliester Trackless (rollo; equivalente de gama 2026)",m2,269.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $275.99 ⇒ $269.00/m²",2026-09,referencia
ALF-NOB-CALIFORNIA-DREAM,"Alfombra Nobilis California Dream, Polipropileno Berber (rollo; equivalente de gama 2026)",m2,205.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $222.44 ⇒ $205.00/m²",2026-09,referencia
ALF-NOB-CASA-BLANCA,"Alfombra Nobilis Casa Blanca, Polipropileno Berber (rollo; equivalente de gama 2026)",m2,304.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $305.74 ⇒ $304.50/m²",2026-09,referencia
ALF-NOB-CATALYSTIC,"Alfombra Nobilis Catalystic, Polipropileno Rizo (rollo; equivalente de gama 2026)",m2,85.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $122.86 ⇒ $85.50/m²",2026-09,referencia
ALF-NOB-COLOR-MAGIC-II,"Alfombra Nobilis Color Magic II, Polipropileno Rizo (rollo; equivalente de gama 2026)",m2,120.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $151.31 ⇒ $120.00/m²",2026-09,referencia
ALF-NOB-COVENTRY,"Alfombra Nobilis Coventry, Polipropileno Berber (rollo; equivalente de gama 2026)",m2,161.50,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $186.24 ⇒ $161.50/m²",2026-09,referencia
ALF-NOB-DERBY-II,"Alfombra Nobilis Derby II, Polipropileno Rizo (rollo; equivalente de gama 2026)",m2,92.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $128.03 ⇒ $92.00/m²",2026-09,referencia
ALF-NOB-DISCOVERY-II,"Alfombra Nobilis Discovery II, Polipropileno Rizo (rollo; equivalente de gama 2026)",m2,163.00,"Regla de escala de la familia E06.06: precio = 95.00 + 1.1963 × (P.U. 2017 del modelo − 130.62), recta por dos anclas 2026 sin IVA: $95/m² para polipropileno económico (Sprint Plus, P.U. 2017 $130.62; respaldo: tabulador CDMX 2026-07 GH24BB 'alfombra modelo Sprint con bajo alfombra' $228.66/m² ⇒ alfombra ≈$90-100/m²; alfombras de uso rudo desde $150/m² con IVA, alfombrasypisosdf.com) y $600/m² para poliéster premium (Magnificent SB, P.U. 2017 $552.76; alfombra Luxor gama alta $450-800/m² solo material, analisisdepreciosunitarios.com 2025). Equivale a repartir los modelos en proporción a (P.U. 2017 − 51.2), la parte del P.U. 2017 que no es alfombra; este modelo: P.U. 2017 $187.52 ⇒ $163.00/m²",2026-09,referencia
